Product_Name,Product_Price,Product_MRP_Price,Ratings,Review_Count,Screen Resolution,Screen_Size,Brand_Name,Refresh_Rate,Monitor_Category,Model_Number
"BenQ GW2490 23.8” 1080p FHD IPS Monitor, 100Hz,99%sRGB,Eye-careU,Dual HDMI,Display Port,Bezel-less,Eyesafe,VESA MediaSync, Brightness Intelligence,Low Blue Light+, Speakers,VESA Wall mountable(Black)","8,698","M.R.P: ₹13,990₹13,990",4.4 out of 5 stars,"21,285",Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 23.8 Inches,Brand BenQ,Refresh Rate 100 Hz,Generic Name Monitor,Item model number GW2490
"ZEBRONICS 22 inch 75Hz Monitor with FHD 1080p, Free sync Support, HDMI, VGA, 250 Nits max, 16.7M Colors, Built-in Speakers and Slim Bezel Less Design ZEB-S22A","6,399","M.R.P: ₹23,999₹23,999",4.2 out of 5 stars,296,Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 21.5 Inches,Brand ZEBRONICS,Refresh Rate 75 Hz,"Generic Name Zebronics 22 inch 75Hz Monitor with FHD 1080p, Free sync support, HDMI, VGA, 250 Nits max, 16.7M colors, Built-in speakers and Slim Bezel less design ZEB-S22A",Item model number ZEB-S22A
"ASUS 15.6-inch Portable Monitor with USB-Powered, Ultra-Slim, Auto-Rotatable - MB168B (Black)",Does not exist,Does not exist,4.2 out of 5 stars,"6,801",Display Resolution Maximum 1920x1200,Screen Size 15.6 Inches,Brand ASUS,Refresh Rate 60,Generic Name Monitor,Item model number MB168B
"HP P27 G5 21.5-inch (54.6 cm) Anti-Glare, Full HD IPS 3-Sided Micro-Edge Monitor, On-Screen Controls; Low Blue Light Mode; 1 VGA; 1 HDMI 1.4; 1 DisplayPort","17,450","M.R.P: ₹19,951₹19,951",3.7 out of 5 stars,6,Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 27 Inches,Brand HP,Refresh Rate 75 Hz,Generic Name HP P27 G5 FHD Monitor,Item model number P27 G5
"En-TER 19 inch HD Monitor (E-MO-A00) (Response Time: 5 ms, 60 Hz Refresh Rate)","2,840","M.R.P: ₹2,999₹2,999",Does not exist,Does not exist,None,Screen Size 19 Inches,Brand Generic,Refresh Rate 60 Hz,None,None
DELL UltraSharp 27 Thunderbolt™ Hub Monitor - U2724DE,"39,500","M.R.P: ₹78,990₹78,990",Does not exist,Does not exist,Display Resolution Maximum 2560 x 1440 Pixels,Screen Size 27 Inches,Brand Dell,Refresh Rate 120 Hz,Generic Name Monitor,Item model number U2724DE
"LG Ultrafine 32"" (81.28cm) IPS QHD 2560 x 1440 Pixels Monitor with Ergo Stand | HDR10 | USB Type-C |Color Calibrated | MAXXAUDIO® Speaker | Ergonomic Stand (32QP880N)","44,500","M.R.P: ₹48,900₹48,900",4.6 out of 5 stars,9,Display Resolution Maximum 2560 x 1440 Pixels,Screen Size 32 Inches,Brand LG,Refresh Rate 75 Hz,Generic Name Monitor,Item model number 32QP880N-B.ATR
"iVOOMi Monitor 15 Inch(38.1 cm, Square) IV-L1902VG LED 1024 x 768 Pixel (HD), Black","3,099","M.R.P: ₹7,999₹7,999",3.0 out of 5 stars,2,Display Resolution Maximum 1024 x 768 Pixels,Screen Size 15 Inches,Brand iVOOMi,Refresh Rate 60 Hz,Generic Name Monitor,Item model number IV-1902VG
"Samsung 32-inch(80cm) 2K QHD Odyssey G5 IPS Gaming, 165Hz, 1ms, Flat Monitor, 2560 X 1440 Pixels, Height Adjustable Stand, Pivot, HDR400, G-Sync, FreeSync Premium (LS32AG520PWXXL, Black)","32,299","M.R.P: ₹66,000₹66,000",4.0 out of 5 stars,3,"Display Resolution Maximum 2,560 x 1,440 Pixels",Screen Size 32 Inches,Brand Samsung,Refresh Rate 165 Hz,Generic Name Monitor,Item model number LS32AG520PWXXL
miracle digital 15.6'' (39.624 Cm) Portable Ultra Non-Touch Monitor Hi-Def 1920 x 1080 Pixels (2K Full HD) Eye Care IPS Monitor 2-Way Powered 60W USB- C with Smart Metal Stand,"14,700","M.R.P: ₹25,000₹25,000",3.4 out of 5 stars,13,Display Resolution Maximum 1080p Full HD Pixels,Screen Size 15.6 Inches,Brand miracle digital,Refresh Rate 60 Hz,Generic Name Portable Monitor,Item model number MD-PS-01
"Dell UltraSharp U3423WE 34.1"" WQHD Curved Screen WLED LCD Monitor - 21:9","79,900","M.R.P: ₹1,05,999₹1,05,999",4.2 out of 5 stars,10,None,Screen Size 34.1 Inches,Brand Dell,Refresh Rate 60 Hz,None,Item model number U3423WE
"LG Ultragear - 27Gn880 Qhd Nano IPS 27 Inch (68.5 Cm) 2560 X 1440 Pixels, Ergonomic Stand Nvidia G-Sync Compatible 144 Hz, 1Ms, HDR 10, Hdmi, Gaming Monitor, Black",Does not exist,Does not exist,4.6 out of 5 stars,39,Display Resolution Maximum 2560 x 1440 Pixels,Screen Size 27 Inches,Brand LG,Refresh Rate 144 Hz,Generic Name Monitor,Item model number 27GN880-B.ATR
"Dell-P2423D, 23.8"" (60.45 cm), QHD 2560x1440@60 Hz, IPS-Panel, Aspect Ratio-16:9, Response Time: 5 ms (Fast), HDMI, DisplayPort 1.2 (HDCP 1.4), USB 3.2 Gen 1 Upstream, 4 x USB 3.2 Gen 1 Downstream","18,990","M.R.P: ₹58,079₹58,079",4.2 out of 5 stars,21,Display Resolution Maximum 2560 x 1440 Pixels,Screen Size 1 Inches,Brand Dell,Refresh Rate 60 Hz,Generic Name Monitor,Item model number P2423D
"AOC 22B1Hs 21.5 Inch (54.6 Cm), 1920 X 1080 Pixels, Full Hd LCD Monitor with Led Backlight with Hdmi/Vga Port, Black","7,999","M.R.P: ₹14,390₹14,390",4.0 out of 5 stars,24,Display Resolution Maximum 1920 x 1080 (Full HD),Screen Size 21.5 Inches,Brand AOC,Refresh Rate 60,Generic Name Monitor,Item model number 22B1HS
"ZEBRONICS Zeb-V16HD LED Monitor with15.4 with Supporting HDMI, has VGA Input, HD 1280 x 800 Pixels, Glossy Panel, Slim Feature and Wall mountable.","2,499","M.R.P: ₹4,999₹4,999",3.6 out of 5 stars,"3,277",Display Resolution Maximum 1280 X 800 (HD) Pixels,Screen Size 39.1 Centimetres,Brand ZEBRONICS,Refresh Rate 60 Hz,"Generic Name Zebronics Zeb-V16HD LED Monitor with15.4 with Supporting HDMI, has VGA Input, HD 1280 x 800, Glossy Panel, Slim Feature and Wall mountable.",Item model number ZEB-V16HD LED
"ZEBRONICS AC32FHD LED Curved 75Hz 80Cm (32"") (81.28 Cm) 1920x1080 Pixels FHD Resolution Monitor with HDMI + VGA Dual Input, Built-in Speaker, Max 250 Nits Brightness, Black","12,999","M.R.P: ₹29,999₹29,999",3.8 out of 5 stars,"1,633",Display Resolution Maximum 1920 X 1080 (FHD) Pixels,Screen Size 80 Centimetres,Brand ZEBRONICS,Refresh Rate 75 Hz,"Generic Name Zebronics AC32FHD LED Curved 75Hz 80cm (32"") 1920x1080 FHD resolution monitor with HDMI + VGA dual input, Built-in speaker, Wall mount facility, max 250 Nits brightness and Ultra slim bezel",Item model number ZEB-AC32FHD
"Philips 276E8VJSB 27""(68.5cm) 3840 x 2160 Pixels 4K UHD IPS LED Computer Monitor, 1 Billion+ Colors, Ultra Narrow Borders, Low Blue, Multi-View, (Black, Gunmetal, 276E8VJSB/94)","21,000","M.R.P: ₹53,990₹53,990",4.1 out of 5 stars,76,Display Resolution Maximum 3840 x 2160 Pixels,Screen Size 27 Inches,Brand Philips Monitors,Refresh Rate 60 Hz,Generic Name Monitor,Item model number 276E8VJSB/94
"BenQ GW2490 23.8” 1080p FHD IPS Monitor, 100Hz,99%sRGB,Eye-careU,Dual HDMI,Display Port,Bezel-less,Eyesafe,VESA MediaSync, Brightness Intelligence,Low Blue Light+, Speakers,VESA Wall mountable(Black)","8,698","M.R.P: ₹13,990₹13,990",4.4 out of 5 stars,"21,285",Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 23.8 Inches,Brand BenQ,Refresh Rate 100 Hz,Generic Name Monitor,Item model number GW2490
"Philips 271V8/94 27""(68.58 cm) 1920 x 1080 Pixels IPS Panel Smart Image LCD Monitor with LED Backlight, VGA & HDMI Connectivity, FHD, 4ms Response time, 75Hz Refresh Rate, Flicker Free, Black","9,600","M.R.P: ₹22,990₹22,990",4.3 out of 5 stars,691,Display Resolution Maximum 1920 x 1080 (Full HD),Screen Size 27 Inches,Brand Philips Monitors,Refresh Rate 75,Generic Name Monitor,Item model number 271V8/94
"Dell Tft 27 Inch P2722He Ips/Full Hd/Usb Port/Hdmi/Display Port/Ethernet Port/Srgb 99%, Black","23,111","M.R.P: ₹50,000₹50,000",4.0 out of 5 stars,17,None,Screen Size 27,Brand Dell,Refresh Rate 60 Hz,Generic Name monitor,Item model number DELL-P2722HE
"ViewSonic Va2256-H, 22 Inch (54.6 Cm) Full Hd 1920 x 1080 Pixels Superclear IPS Panel Frameless Bezel, 75Hz AMD Freesync, Flicker-Free, Blue Light Filter, Viewmode, Win10 Cert, Hdmi & Vga, Black","8,399","M.R.P: ₹11,999₹11,999",4.2 out of 5 stars,63,Display Resolution Maximum 1920 x 1080,Screen Size 22,Brand ViewSonic,Refresh Rate 75 Hz,Generic Name Monitor,Item model number VA2256-H
"LG Electronics Ultragear Gaming Monitor 80 Cm (31.5 Inches),LCD Fhd 1920 X 1080,1Ms,165Hz,Nvidia G-Sync Compatible,AMD Freesync Premium,HDR 10,Srgb 95% (Typ.),Dp,Hdmi,Headphone Out,32Gn50R (Black)","21,299","M.R.P: ₹30,000₹30,000",4.0 out of 5 stars,1,Display Resolution Maximum 1920x1080 Pixels,Screen Size 31.5 Inches,Brand LG,Refresh Rate 165 Hz,Generic Name Monitor,Item model number 32GN50R-B.ATR
"Dell-S2522HG (62.23 cm) FHD Gaming Monitor 1920 x 1080 at 240Hz, IPS Panel,Built-in Devices USB 3.2 Gen 1 hub, Brightness 400 cd/m², 99% sRGB, 16.7M Colors, Comfortview Technology, 3 Year Warranty","27,799","M.R.P: ₹32,104₹32,104",4.5 out of 5 stars,691,Display Resolution Maximum 1920 X 1080 (FHD) Pixels,Screen Size 24.5 Inches,Brand Dell,Refresh Rate 240,"Generic Name DELL 25"" MONITOR",Item model number S2522HG
"Lenovo ThinkVision T27hv-20 27"" (68.58cms) QHD IPS (2560x1440) 350 nits Monitor, USB, HDMI, DP Ports, 60Hz Refresh Rate, Tilt, Pivot, Swivel, Height Adjust Stand, (62A9GAR1WW)-Raven Black",Does not exist,Does not exist,3.2 out of 5 stars,3,Display Resolution Maximum 2560 x 1440 Pixels,Screen Size 27 Inches,Brand Lenovo,Refresh Rate 60 Hz,Generic Name Monitor,Item model number ThinkVision T27hv-20
"HP X24c 23.6-inch Curved FHD Gaming Monitor - 144 Hz Refresh Rate, 1 HDMI 2.0, 1 DisplayPort, Vesa Mount, Adaptive Sync (13Q95AA)","15,850","M.R.P: ₹22,681₹22,681",4.7 out of 5 stars,35,Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 23.6 Inches,Brand HP,Refresh Rate 144 Hz,Generic Name Gaming Monitor,Item model number 13Q95AA
"AOC Gaming 24G2Z - 24 Inch FHD Monitor, (1920x1080 @ 240 Hz, USB 3.0), IPS, 0.5ms Response Time, AMD G-SYNC Compatible, Height Adjust, USB Hub (Black & Red)","20,700","M.R.P: ₹44,999₹44,999",3.0 out of 5 stars,2,Display Resolution Maximum 1920 x 1080,Screen Size 24 Inches,Brand AOC,Refresh Rate 240 Hz,Generic Name MONITOR,Item model number 24G2Z/94
"Dell P Series 21.5"" Screen LED-Lit Monitor Black (P2219H)",Does not exist,Does not exist,4.4 out of 5 stars,"1,073",None,Screen Size 21.5 Inches,Brand Dell,Refresh Rate 60 Hz,Generic Name monitor,Item model number P2219H
"GIGABYTE G27Fc A,27"",165Hz, Fhd(1920 X 1080) Curved Gaming LCD Monitor, Va 1500R Display, 1Ms (Mprt) Response Time, 91% Dci-P3, 127% Srgb, Black",Does not exist,Does not exist,5.0 out of 5 stars,2,Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 27 Inches,Brand GIGABYTE,Refresh Rate 165 Hz,Generic Name Monitor,Item model number G27FC A
"LG 27""(68.58CM) Ultrafine™ 5K (5120 X 2880 Pixels) IPS LCD Monitor with Mac Os Compatibility, Thunderbolt 3 Port with 94W Power Delivery - 27MD5KL, Black",Does not exist,Does not exist,4.0 out of 5 stars,16,Display Resolution Maximum 5120 x 2880 (Ultrawide 5K),Screen Size 27 Inches,Brand LG Electronics,Refresh Rate 60,Generic Name Monitor,Item model number 27MD5KL
"Enter A014 27 Inch (68.58 CM) HD LED Monitor | Refresh Rate 75 Hz, 1920 x 1080 Pixels | Wall Mountable Slim & Stylish Design with 16.7M Colors | HDMI & VGA Ports, Built-in Power Supply (White-Silver)","10,199","M.R.P: ₹17,595₹17,595",Does not exist,Does not exist,Display Resolution Maximum 1920 x 1080 Dots Per Inch,Screen Size 27 Inches,Brand Enter,Refresh Rate 75 Hz,Generic Name LED Monitor,Item model number A014
"Samsung 32-inch(80cm) QHD LED Monitor, Type-C, LAN Port, Bezel Less, 1 Billion Colors, HDR10, HAS, Intelligent Eye Care, AMD FreeSync, FSC-Certified, Energy Saving (LS32A600UUWXXL, Black)","30,999","M.R.P: ₹50,000₹50,000",5.0 out of 5 stars,1,Display Resolution Maximum 2560 x 1440 Pixels,Screen Size 32 Inches,Brand Samsung,Refresh Rate 60 Hz,Generic Name Monitor,Item model number LS32A600UUWXXL
"Philips 2560 x 1440 Pixels 32 inches LCD Monitor with LED Back Lights, with Quad HD Picture Quality 1.07 Billion Colors, Black (325E8/94)","20,160","M.R.P: ₹41,990₹41,990",3.5 out of 5 stars,21,Display Resolution Maximum 2560 x 1440 Pixels,Screen Size 31.5 Inches,Brand Philips Monitors,Refresh Rate 75 Hz,Generic Name Monitor,Item model number 325E8/94
"ZEBRONICS A24FHD LED Monitor, 24 inch (60.96cm), 250 nits, 75Hz, Slim Design, FHD, 1080p, Wall Mountable, HDMI, VGA, Ultra Slim Bezel, Metal Stand, Built-in Speakers","6,999","M.R.P: ₹24,999₹24,999",3.8 out of 5 stars,"1,648",Display Resolution Maximum 1920 X 1080 (FHD) Pixels,Screen Size 60.4 Centimetres,Brand ZEBRONICS,Refresh Rate 75 Hz,"Generic Name Zebronics ZEB-A24FHD Ultra slim LED monitor with 60.4cm (24”) wide screen, Full HD 1920x1080, 75Hz refresh rate, HDMI, VGA, 250cd/m² brightness, Built in speaker and wall mountable design",Item model number ZEB-A24FHD
"ZEBRONICS 22 inch 75Hz Monitor with FHD 1080p, Free sync Support, HDMI, VGA, 250 Nits max, 16.7M Colors, Built-in Speakers and Slim Bezel Less Design ZEB-S22A","6,399","M.R.P: ₹23,999₹23,999",4.2 out of 5 stars,296,Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 21.5 Inches,Brand ZEBRONICS,Refresh Rate 75 Hz,"Generic Name Zebronics 22 inch 75Hz Monitor with FHD 1080p, Free sync support, HDMI, VGA, 250 Nits max, 16.7M colors, Built-in speakers and Slim Bezel less design ZEB-S22A",Item model number ZEB-S22A
"ViewSonic 24 Inch Full HD SuperClear IPS Monitor with 75hz,104% SRGB, Eye-Care, Ergonomic Stand Swivel, Height Adjustment, Tilt & Pivot, Frameless Design, Cable Management, HDMI/DP/VGA - VX2480-SHDJ","15,990","M.R.P: ₹21,000₹21,000",3.7 out of 5 stars,14,Display Resolution Maximum 2560 x 1440 Pixels,Screen Size 23.8 Inches,Brand ViewSonic,Refresh Rate 75 Hz,Generic Name Monitors,Item model number VX2480-SHDJ
"Samsung 60 Series - Ls24A600Nwwxxl, 24 Inch (60.4 Cm), 2K Wqhd Flat Computer Monitor 2560 x 1440 Pixels, IPS, Hdr10 (1 Billion Colors), Height Adjustable Stand, Eye Care, 75Hz (Black)",Does not exist,Does not exist,4.0 out of 5 stars,26,Display Resolution Maximum 2560 x 1440,Screen Size 24 Inches,Brand Samsung,Refresh Rate 75 Hz,Generic Name Monitor,Item model number LS24A600NWWXXL
"Philips 2560 x 1440 Pixels 32 inches LCD Monitor with LED Back Lights, with Quad HD Picture Quality 1.07 Billion Colors, Black (325E8/94)","20,160","M.R.P: ₹41,990₹41,990",3.5 out of 5 stars,21,Display Resolution Maximum 2560 x 1440 Pixels,Screen Size 31.5 Inches,Brand Philips Monitors,Refresh Rate 75 Hz,Generic Name Monitor,Item model number 325E8/94
"Dell 24"" (60.96) FHD Monitor 1920 x 1080 at 60 Hz|IPS Panel|Built-in Devices: USB 3.2 Gen 2/USB-C Hub|Brightness: 250 cd/m²|Contrast Ratio 1000:1|16.7 Million Colors|Anti-Glare 3H Hardness|U2422H-Grey","20,500","M.R.P: ₹26,999₹26,999",4.3 out of 5 stars,121,Display Resolution Maximum 1920 x 1080,Screen Size 1 Inches,Brand Dell,Refresh Rate 60 Hz,"Generic Name 24"" FHD Monitor",Item model number U2422H
"ViewSonic VX2405-P-MHD 24 Inch (60.96 cm) 1920 x 1080 Pixels LCD SuperClear IPS Panel Gaming Monitor, Full HD 1080p, 144 Hz 1 ms AMD FreeSync Premium, Three Side Borderless, Dual HDMI, Black",Does not exist,Does not exist,4.7 out of 5 stars,27,Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 23.8 Inches,Brand ViewSonic,Refresh Rate 144 Hz,Generic Name Monitor,Item model number VX2405-P-MHD
Dell UltraSharp U2520D 25 Inch QHD (2560 x 1440) Pixels LED Backlit LCD IPS USB-C Monitor,"34,900","M.R.P: ₹69,999₹69,999",4.5 out of 5 stars,84,Display Resolution Maximum 2560x1440,Screen Size 25 Inches,Brand Dell,Refresh Rate 60 Hz,Generic Name monitor,Item model number ASIMonitor32
"Samsung 24-Inch(61cm) QHD Resolution LED Monitor, USB Type-C, HDR Support, 1 Billion Colors, Eye Care, AMD Freesync, Border-Less Design, Height Adjustable Stand, Energy Saving (LS24A600UCWXXL, Black)","23,199","M.R.P: ₹33,000₹33,000",3.5 out of 5 stars,3,"Display Resolution Maximum 2,560 x 1,440 Pixels",Screen Size 24 Inches,Brand Samsung,"Special Feature Accessory included - Power Cable (1.5M), USB Type-C Cable, Response Time 5ms(GTG), Refresh Rate 75Hz",Generic Name MONITOR,Item model number LS24A600UCWXXL
"BenQ EW3880R 38"" (96 cm) WQHD+ Ultrawide 2300R Curved Monitor, IPS, Bezel-Less, HDR, 3840 x 1600 Pixels, 2.1 Channel Speaker, USB-C, Height Adjustable, Remote Control, Metallic Brown","79,811","M.R.P: ₹1,19,990₹1,19,990",4.1 out of 5 stars,9,Display Resolution Maximum 3840 x 1600 Pixels,Screen Size 37.5 Inches,Brand BenQ,Refresh Rate 60 Hz,Generic Name Monitor,Item model number EW3880R
"ViewSonic 24 Inch Colorpro Professional FHD IPS Monitor, Delta-E, TÜV SÜD tested,100%sRGB &100% Rec.709 coverage, Advance Ergonomics,Type-C 65W Charge Back,Eye Care, DaisyChain, HDMI,DP,USB-C -VP2468A","25,999","M.R.P: ₹37,800₹37,800",4.6 out of 5 stars,258,Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 24 Inches,Brand ViewSonic,Refresh Rate 60 Hz,Generic Name Monitor,Item model number VP2468A
"HP P22h G5 21.5-inch (54.6 cm) FHD, Flicker Free,Anti-Glare, IPS 3-Sided Micro-Edge Monitor, On-Screen Controls; Low Blue Light Mode; Dual Speakers (2W per Channel) (Black)","12,699","M.R.P: ₹24,999₹24,999",5.0 out of 5 stars,2,Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 21.5 Inches,Brand HP,Refresh Rate 75 Hz,Generic Name HP P22h G5 FHD Monitor,Item model number P22h G5
"Zebion LED Monitor with 17 HD1 with Supporting HDMI& VGA Input, Glossy Panel, Slim Feature and Wall mountable Monitor with high Feature (17HD1)","2,799","M.R.P: ₹7,500₹7,500",1.4 out of 5 stars,3,None,Screen Size 17 Inches,Brand Zebion,Refresh Rate 60 Hz,Generic Name monitor,None
"ViewSonic Omni Gaming 24 Inch 165Hz Fhd Gaming OLED Monitor with AMD Freesync Premium,Frameless Design,1Ms,Flicker Free,Speakers,2Xhdmi,Dp,and 5 Year Warranty Upon Registration-Vx2418-P-Mhd,Black",Does not exist,Does not exist,4.4 out of 5 stars,561,Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 24 Inches,Brand ViewSonic,Refresh Rate 165 Hz,Generic Name Monitor,Item model number VX2418-P-MHD
"ZEBRONICS AC32FHD LED Curved 75Hz 80Cm (32"") (81.28 Cm) 1920x1080 Pixels FHD Resolution Monitor with HDMI + VGA Dual Input, Built-in Speaker, Max 250 Nits Brightness, Black","12,999","M.R.P: ₹29,999₹29,999",3.8 out of 5 stars,"1,633",Display Resolution Maximum 1920 X 1080 (FHD) Pixels,Screen Size 80 Centimetres,Brand ZEBRONICS,Refresh Rate 75 Hz,"Generic Name Zebronics AC32FHD LED Curved 75Hz 80cm (32"") 1920x1080 FHD resolution monitor with HDMI + VGA dual input, Built-in speaker, Wall mount facility, max 250 Nits brightness and Ultra slim bezel",Item model number ZEB-AC32FHD
"ZEBRONICS Zeb-V16HD LED Monitor with15.4 with Supporting HDMI, has VGA Input, HD 1280 x 800 Pixels, Glossy Panel, Slim Feature and Wall mountable.","2,499","M.R.P: ₹4,999₹4,999",3.6 out of 5 stars,"3,277",Display Resolution Maximum 1280 X 800 (HD) Pixels,Screen Size 39.1 Centimetres,Brand ZEBRONICS,Refresh Rate 60 Hz,"Generic Name Zebronics Zeb-V16HD LED Monitor with15.4 with Supporting HDMI, has VGA Input, HD 1280 x 800, Glossy Panel, Slim Feature and Wall mountable.",Item model number ZEB-V16HD LED
"ZEBRONICS 22 inch 75Hz Monitor with FHD 1080p, Free sync Support, HDMI, VGA, 250 Nits max, 16.7M Colors, Built-in Speakers and Slim Bezel Less Design ZEB-S22A","6,399","M.R.P: ₹23,999₹23,999",4.2 out of 5 stars,296,Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 21.5 Inches,Brand ZEBRONICS,Refresh Rate 75 Hz,"Generic Name Zebronics 22 inch 75Hz Monitor with FHD 1080p, Free sync support, HDMI, VGA, 250 Nits max, 16.7M colors, Built-in speakers and Slim Bezel less design ZEB-S22A",Item model number ZEB-S22A
"Philips 271V8/94 27""(68.58 cm) 1920 x 1080 Pixels IPS Panel Smart Image LCD Monitor with LED Backlight, VGA & HDMI Connectivity, FHD, 4ms Response time, 75Hz Refresh Rate, Flicker Free, Black","9,600","M.R.P: ₹22,990₹22,990",4.3 out of 5 stars,691,Display Resolution Maximum 1920 x 1080 (Full HD),Screen Size 27 Inches,Brand Philips Monitors,Refresh Rate 75,Generic Name Monitor,Item model number 271V8/94
"Philips 276E8VJSB 27""(68.5cm) 3840 x 2160 Pixels 4K UHD IPS LED Computer Monitor, 1 Billion+ Colors, Ultra Narrow Borders, Low Blue, Multi-View, (Black, Gunmetal, 276E8VJSB/94)","21,000","M.R.P: ₹53,990₹53,990",4.1 out of 5 stars,76,Display Resolution Maximum 3840 x 2160 Pixels,Screen Size 27 Inches,Brand Philips Monitors,Refresh Rate 60 Hz,Generic Name Monitor,Item model number 276E8VJSB/94
"Dell D1918H 18.5-Inch Lcd Monitor, Black, Pack of 1",Does not exist,Does not exist,3.8 out of 5 stars,19,None,Screen Size 18.5 Inches,Brand Dell,Refresh Rate 60 Hz,Generic Name monitor,None
"ASUS Proart Pa279Cv with 27 Inch (68.58 Cm) Led Professional Monitor, IPS, 4K 3840 X 2160 Pixels, IPS, 100% Srgb, Pd 65W,³E< 2 (Black)","54,499","M.R.P: ₹64,999₹64,999",4.2 out of 5 stars,544,Display Resolution Maximum 3840 x 2160 Pixels,Screen Size 27 Inches,Brand ASUS,Refresh Rate 60 Hz,Generic Name MONITOR,Item model number PA279CV
"Lenovo ThinkVision E22-20 21.5” (54.61cms) FHD IPS (1920x1080) Monitor, Integrated Speakers, HDMI, DP, VGA Ports, 60 Hz Refresh Rate, Tilt, Pivot, Height Adjust Stand (62A4MAR4WW)- Raven Black","9,450","M.R.P: ₹12,999₹12,999",5.0 out of 5 stars,4,Display Resolution Maximum 1080p Full HD Pixels,Screen Size 21.5 Inches,Brand Lenovo,Refresh Rate 60 Hz,Generic Name COMPUTER MONITOR,Item model number ThinkVision E22-20
"Acer 23.8 inches Full HD IPS Panel Backlit LED Monitor (250 Nits, 1920 x 1080 Pixels, HDMI and VGA Ports, Eye Care Features Like Bluelight Shield, Flickerless & Comfyview, Black)","8,999","M.R.P: ₹19,999₹19,999",4.1 out of 5 stars,69,Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 23.8 Inches,Brand Acer,Refresh Rate 75 Hz,Generic Name Monitor,Item model number UM.QE0SS.A01
